text,sentiment
"Regarding financial measures, the most important one would be the distribution of liquidity to the businesses and households additionally affected by the new outbreak.",0
"In addition, the recovery of foreign tourist figures would be affected by the longer-than-expected delay in the re-opening of the country and the uncertain international travel restriction measures.",-1
The Committee viewed that the continuity of government measures and policy coordination among government agencies would be critical to support the economic recovery impacted by the new outbreak.,1
The Committee would stand ready to use additional appropriate monetary policy tools if necessary.,0
"The main driving force of the economy would be merchandise exports, which improved in line with the expansion of trading partner economies.",1
"In addition, the Committee would monitor key factors to the economic outlook, namely the new outbreak, the distribution and efficacy of COVID-19 vaccines, and the adequacy of government measures as well as financial and credit measures.",0
Credit expansion thus needed to be more broadbased after the commencement of the special loan facility for businesses.,0
The Bank of Thailand would closely monitor the progress and assess the efficacy of financial and credit measures.,0
"Meanwhile, the government’s relief and financial measures additionally announced would partly support the economic recovery in the short term.",1
The Committee assessed that the Thai economy would expand at a much lower rate due to the third wave of the COVID-19 outbreak which affected domestic spending and the recovery of foreign tourist figures.,-1
The Thai economy would expand at a much lower rate due to the third wave of the outbreak which affected domestic spending.,-1
The measures to accelerate the procurement and distribution of vaccines would prevent the outbreak from being prolonged.,1
"In particularly, credit measures and expedited debt restructuring would reduce financial burden in a more targeted manner than cutting the policy rate, which was already at a low level and remained supportive of economic recovery.",1
"The new financial rehabilitation measures to support business recovery post- COVID- 19 should accelerate the distribution of liquidity to the affected groups in a targeted manner, reduce debt burden, and support the economic recovery.",1
"Fiscal measures should ensure the continuity of fiscal impulses, mitigate the impacts of the outbreak, and support the economic restoration going forward.",1
Headline inflation would temporarily increase in the second quarter of 2021 due to the low level of crude oil prices in the same quarter of last year.,0
"Nevertheless, fiscal stimulus for fiscal year 2022 would decrease somewhat owing to the expedition of budget disbursement under the Emergency Decree Authorizing the Ministry of Finance to Raise Loans to Solve Problems, to Remedy and Restore the Economy and Society as Affected by the Coronavirus Disease Pandemic, BE 2563 (2020) that was front-loaded to the current fiscal year.",-1
Monetary policy must remain accommodative.,1
The Committee voted unanimously to maintain the policy rate at 0.50 percent.,0
"On exchange rates, the Thai baht depreciated against the US dollar relatively more than regional currencies.",-1
"In addition, financial institutions should accelerate debt restructuring.",0
Long-term government bond yields gradually declined from the previous period.,1
The Committee would closely monitor developments in both the global and domestic financial markets and continue to expedite the new foreign exchange ecosystem.,0
"Despite ample overall liquidity and low financing costs, the distribution of liquidity remained uneven due to increased credit risks.",-1
"This was a result of more fragile financial positions, particularly for businesses that experienced slow recovery and households that were additionally affected by the recent outbreak.",-1
"Significant risks included the efficacy and distribution of COVID-19 vaccination, the recovery in foreign tourist figures, and the continuity of fiscal support.",-1
The Committee therefore voted to maintain the policy rate at this meeting to preserve the limited policy space to act at the appropriate and most effective timing.,0
"The Committee assessed that the Thai economy continued to expand, but downside risks and uncertainties surrounding the economic outlook remained high in the period ahead.",-1
Headline inflation was projected to return to the target in the middle of 2021 and would stay close to the lower bound of the target range throughout the forecast period.,1
The Committee voted unanimously to maintain the policy rate at 0.50 percent to support the economic recovery which remained highly uncertain.,0
"The Committee would monitor the adequacy of the government measures and various risks, especially the outbreak situation in Thailand and abroad, in deliberating monetary policy going forward.",0
Long-term government bond yields rose in tandem with US Treasury yields.,0
"In addition, the government should simultaneously implement supply-side policies to support business restructuring and upskilling of labor, which would help support sustainable economic recovery in the long term.",1
"The financial system remained sound despite vulnerabilities in some segments due to the negative shocks from the recent COVID-19 outbreak, particularly lowincome households and SMEs.",0
"On exchange rates, the Thai baht depreciated against the US dollar in line with regional currencies.",1
"Nonetheless, the recovery would remain uneven across economic sectors.",-1
Monetary policy must remain accommodative.,1
"The Thai economy was projected to expand by 3.0 and 4.7 percent in 2021 and 2022 respectively, somewhat lower than the previous projection in line with lower tourist figures and the impacts of the new wave of the COVID-19 outbreak.",0
Medium-term inflation expectations remained anchored within the target.,1
The economy would thus need support from the continued low policy rate.,0
"Mallikamas, Secretary of the Monetary Policy Committee (MPC), announced the outcome of the meeting on 24 March 2021 as follows.",0
The Committee would stand ready to use additional appropriate monetary policy tools if necessary.,0
The Committee viewed that the continuity of government measures and policy coordination among government agencies would be critical to support the economic recovery going forward.,1
"While financial institutions should accelerate debt restructuring, fiscal measures must continue to sustain the economy.",0
"The Committee encouraged the expedition of the new financial rehabilitation measures to support business recovery post-COVID-19 to ensure distribution of liquidity to the affected groups in a targeted manner, reduce debt burden, and support the economic transformation in the period ahead.",1
"In particular, the government should expedite budget disbursement under the restoration plan once the new wave of the outbreak become well contained.",1
"Under the monetary policy framework with objectives of maintaining price stability, supporting sustainable and full-potential economic growth, and preserving financial stability, the Committee continued to emphasize supporting the economic recovery.",1
"However, the economy would be supported by a fast recovery in merchandise exports, which was in line with the expansion of trading partner economies, as well as the economic stimulus measures additionally announced.",1
"The Committee would closely monitor developments in the financial markets and assess their implications on the recovery in the period ahead, as well as continue to expedite the new foreign exchange ecosystem.",0
"Disyatat, Secretary of the Monetary Policy Committee (MPC), announced the outcome of the meeting on 29 March 2023 as follows.",0
"Headline inflation would likely return to the target range in the middle of the year, but core inflation remains elevated with upside risks from higher cost pass-through and demand pressures.",-1
The Committee is prepared to adjust the size and timing of policy normalization should the evolving growth and inflation outlook differ from the current assessment.,0
"The Committee projects the economic growth to be 3.6 and 3.8 percent in 2023 and 2024, respectively.",1
The Committee agrees that financial institutions should continue to press ahead with debt restructuring and deems it important to have in place targeted measures and sustainable debt resolution for vulnerable groups.,1
"However, as the situation remains fluid and uncertain, there is a need to closely monitor the developments and continuously assess potential impact on Thailand’s financial stability.",-1
"On balance, financial conditions are supportive of the ongoing recovery and mobilization of funds by the private sector.",1
"The Thai economy should continue to expand, driven mainly by tourism and private consumption.",1
The Committee is closely monitoring developments in the financial market and any impact on the domestic financial market including the exchange rate.,0
"The Committee deems a continuation of gradual policy normalization to be appropriate in light of the growth and inflation outlook, and voted to raise the policy rate by 0.25 percentage point at this meeting.",1
"However, persistently high inflation remains a risk, as producers could pass on higher costs absorbed in the past and demand-side pressures could pick up as the recovery gains traction.",-1
The Committee thus decided to increase the policy interest rate to normalize the monetary policy stance in a gradual and measured manner toward a level consistent with long-term sustainable growth.,1
"In view of these objectives, the Committee judges the broad contour of economic recovery to be on track with some upside risks to inflation stemming from demand pressures.",0
"A key impetus is the broad-based recovery in tourism, which should promote employment and labor income, in turn sustaining private consumption.",1
"Easing supply-side pressures, notably from electricity and oil prices, are key contributing factors.",1
"Meanwhile, merchandise exports show signs of rebounding after contracting at the end of last year, and should gather momentum in the second half of this year.",1
"The baht continues to fluctuate against the US dollar, driven by the Federal Reserve’s uncertain policy outlook and financial market volatility induced by banking stresses in advanced economies.",-1
The Committee will continue to closely monitor price developments.,0
"As for households and businesses, the ongoing economic recovery has improved debt serviceability.",1
Financial fragilities nonetheless remain for some SMEs and certain households exposed to rising living costs and higher debt burden.,-1
"Core inflation is projected to fall to 2.4 and 2.0 percent in 2023 and 2024, respectively.",1
Exports of goods are recovering and expected to gain strength in the second half of this year.,1
"Under the prevailing monetary policy framework, the Committee seeks to maintain price stability, support sustainable growth in line with potential, and preserve financial stability.",0
"Recent banking stresses in some advanced economies have not had a significant impact on the Thai financial system, as Thai financial institutions and corporations have limited linkages with the troubled banks and risky assets.",1
"Overall financial conditions remain accommodative, tightening somewhat from higher private sector funding costs consistent with the policy interest rate.",0
The overall financial system remains resilient.,1
"However, the global economic uncertainty has increased, in part from persistent inflationary pressures and episodes of banking stresses in advanced economies.",-1
"Headline inflation would likely return to the target range by mid-2023, and is projected to decline to 2.9 and 2.4 percent in 2023 and 2024, respectively.",1
"The Committee voted unanimously to raise the policy rate by 0.25 percentage point from 1.50 to 1.75 percent, effective immediately.",0
"However, persistently high inflation and banking stresses in some advanced economies pose risks to the global economic outlook.",-1
"Moreover, financial institutions maintain high levels of capital and loan loss provision.",1
The Committee voted unanimously to maintain the policy rate at 0.50 percent to support the economic recovery which remained highly uncertain.,-1
Headline inflation was projected to return to the target in the middle of 2021 and would stay close to the lower bound of the target range throughout the forecast period.,1
Monetary policy must remain accommodative.,0
The Committee assessed that the impact of the recent outbreak on the Thai economy would be less severe than last year due to less strict containment measures.,1
"At a longer horizon, it would depend on (1) the recovery in foreign tourist figures, (2) efficacy and coverage of COVID-19 vaccination, (3) continued and sufficient fiscal support, and (4) the labor market situation, which became more fragile as the numbers of unemployed and underemployed workers were expected to rise in the short term.",-1
"The Committee would closely monitor developments of the baht, consider -2- the necessity of implementing additional appropriate measures, and continue to expedite the new foreign exchange ecosystem.",0
"Nevertheless, uncertainties surrounding the economic outlook remained high with considerable downside risks.",-1
"Furthermore, recoveries across economic sectors were likely to be more uneven which would affect the sustainability of the economic growth going forward.",-1
"In particular, the government should expedite budget disbursement under the restoration plan once the new wave of the outbreak become well contained.",1
"Financial and credit measures should expedite liquidity distribution to the affected groups in a targeted and timely manner, for instance, through credit guarantee schemes in order to curb credit risks, while financial institutions should accelerate debt restructuring to have a broader impact.",1
The movement of the baht against the US dollar was in line with regional currencies.,0
"Under the monetary policy framework with objectives of maintaining price stability, supporting sustainable and full-potential economic growth, and preserving financial stability, the Committee continued to emphasize supporting the economic recovery.",1
Other additional measures should also be considered to increase the effectiveness of liquidity distribution and to support the economic recovery going forward.,1
"Nonetheless, the recovery prospect remained highly uncertain, which would in the short term depend mainly on the situation of the new wave of the COVID-19 outbreak and corresponding containment measures.",-1
"The Committee assessed that, while the new wave of the COVID-19 outbreak and the containment measures would affect the Thai economy in the short term, the economic recovery continued to be on track thanks to government measures and export recovery.",1
Fiscal measures must continue to sustain the economy.,0
"In particular, low-income households and SMEs became more vulnerable.",-1
"Mallikamas, Secretary of the Monetary Policy Committee (MPC), announced the outcome of the meeting on 3 February 2021 as follows.",0
The financial system remained sound despite increasing vulnerabilities in some segments due to the negative shocks from the recent outbreak.,0
"The Committee would monitor the adequacy of the government measures and various risks, especially the outbreak situation in Thailand and abroad, in deliberating monetary policy going forward.",0
Additional support from the timely and targeted government measures together with the export recovery would support economic growth.,1
The Committee therefore voted to maintain the policy rate at this meeting to preserve the limited policy space to act at the appropriate and most effective timing.,0
"Besides, the government should simultaneously implement supply-side policies to support business restructuring and upskilling of labor, which would help support sustainable economic recovery in the long term.",1
Mediumterm inflation expectations remained anchored within the target.,1
The economy would thus need support from the continued low policy rate.,0
"Despite ample overall liquidity and low financing costs, the distribution of liquidity remained uneven due to increased credit risks.",-1
"This was a result of more fragile financial positions, particularly for businesses that experienced slow recovery and households that were additionally affected by the recent outbreak.",-1
The Committee thus expected the economy to expand somewhat lower than the previous forecast.,-1
The Committee would stand ready to use additional appropriate monetary policy tools if necessary.,0
The Committee viewed that the continuity of government measures and policy coordination among government agencies would be critical to support the economic recovery going forward.,1
"Nevertheless, financial fragilities remain for some SMEs and households that are exposed to rising living costs and higher debt burden.",-1
"Merchandise exports are recovering broadly consistent with expectation, and should improve in line with a moderate expansion in the global economic activity.",1
Financial institutions maintain high levels of capital and loan loss provision.,1
"Disyatat, Secretary of the Monetary Policy Committee (MPC), announced the outcome of the meeting on 31 May 2023 as follows.",0
The Committee thus decided to increase the policy interest rate to normalize the monetary policy stance in a gradual and measured manner toward a level consistent with long-term sustainable growth.,1
"A key impetus is the broad-based recovery in tourism, which should promote employment and labor income, in turn sustaining private consumption.",1
"At the same time, there is a need to monitor the uncertain economic and monetary policy outlook of major economies.",-1
"Headline inflation returned to the target range and is projected to be 2.5 and 2.4 percent in 2023 and 2024, respectively, due to easing electricity and oil prices.",1
"The Committee voted unanimously to raise the policy rate by 0.25 percentage point from 1.75 to 2.00 percent, effective immediately.",0
Inflationary risks stem from greater demand pressures amid expanding economic activity and higher cost pass-through from supply pressures.,-1
"Upside inflationary risks exist from greater demand pressures amid expanding economic activity and higher cost passthrough from supply pressures, in part contingent on government economic policies looking ahead.",-1
The overall financial system remains resilient.,1
Inflation should continue to decline at a gradual pace.,1
"The baht depreciated against the US dollar, in part influenced by the Federal Reserve’s monetary policy outlook, the renminbi depreciation and domestic political uncertainties.",-1
"In the view of these objectives, the Committee expects a steady economic expansion but sees a need to monitor upside risks to inflation.",0
"As a result, there is a need to monitor the price-setting behavior of businesses.",0
Mechandise exports are expected to recover gradually.,1
Debt serviceability of households and businesses has improved in tandem with the economic recovery.,1
The Committee is prepared to adjust the size and timing of policy normalization should the evolving growth and inflation outlook differ from the current assessment.,0
"The Committee projects the economic growth to be 3.6 and 3.8 percent in 2023 and 2024, respectively.",1
Current financial conditions nonetheless remain supportive of the ongoing recovery and mobilization of funds by the private sector.,1
The Committee is closely monitoring financial market developments and volatilities.,0
"The Thai economy should continue to expand, driven mainly by tourism and private consumption.",1
Overall financial conditions turned somewhat less accommodative owing to higher private sector funding cost consistent with the policy interest rate.,0
The Committee agrees that financial institutions should continue to press ahead with debt restructing and deems it important to have in place targeted measures and sustainable debt resolution for vulnerable groups.,1
"Under the prevailing monetary policy framework, the Committee seeks to maintain price stability, support sustainable growth in line with potential, and preserve financial stability.",1
"While headline inflation slows, core inflation remains elevated.",0
"The Committee recognizes upside risks to domestic growth, in part owing to forthcoming government economic policies.",1
"Moreover, core inflation is projected to stabilize at 2.0 percent in 2023 and 2024, an elevated level relative to the past.",0
"The Committee deems a continuation of gradual policy normalization to be appropriate in light of the growth and inflation outlook, and voted to raise the policy rate by 0.25 percentage point at this meeting.",0
"The Committee viewed that the continued accommodative monetary policy would help support overall economic growth, and thus voted to maintain the policy rate.",1
"In addition, the ongoing financial and fiscal measures, with the focus on rebuilding and enhancing potential growth, would play an important part in bolstering the robust recovery of income.",1
"Meanwhile, the spread of the Omicron variant would be a key risk to the economic outlook and therefore warranted close monitoring.",-1
"Meanwhile, the recovery in various business sectors was expected to improve in line with economic activities.",1
"Disyatat, Secretary of the Monetary Policy Committee (MPC), announced the outcome of the meeting on 22 December 2021 as follows.",0
"Nevertheless, the Committee assessed that headline inflation would be subject to upside risks given higher global inflation and thus warranted close monitoring.",-1
The impact could be more severe and prolonged than expected due to downside risks such as the severity of the outbreak and the strictness of corresponding containment measures.,-1
"However, there remained a need to monitor the labor market recovery, especially with regard to employment and income which were still below pre-pandemic levels.",-1
Monetary policy should contribute to continued accommodative financial conditions overall.,1
The Committee would stand ready to use additional appropriate monetary policy tools if necessary.,0
"Inflation was expected to remain within the target in the medium term, with headline inflation projection at 1.2, 1.7, and 1.4 percent in 2021, 2022, and 2023, respectively.",1
The Committee assessed that the Thai economy would continue to recover.,1
"In addition, financial institutions should accelerate debt consolidation and debt restructuring in a sustainable manner through the scheme launched on September 3, 2021 to have broader impacts and be consistent with borrowers’ long-term debt serviceability.",1
"Overall liquidity remained ample, but credit risks continued to pose a challenge to liquidity distribution, particularly to SMEs.",0
The Committee viewed that the government measures and policy coordination among government agencies would be critical to support the economic recovery.,1
"These measures included the special loan facility, asset warehousing scheme, and other measures by specialized financial institutions (SFIs).",1
The likelihood of second-round effects remained low due to limited cost pass-through given the slow economic recovery as well as weak employment and labor income.,-1
Financial and credit measures should be expedited to distribute liquidity to the affected groups in a targeted manner and help reduce debt burden.,1
The Committee assessed that the Omicron outbreak would affect the economy in early 2022.,-1
Public health measures should strike a balance between containing the outbreak and supporting the recovery of economic activities.,0
The Committee voted unanimously to maintain the policy rate at 0.50 percent.,0
"In addition, the Committee would monitor key factors affecting the economic outlook, namely mutations of COVID-19 virus, adequacy of fiscal, financial, and credit measures, and higher cost pass-through.",0
Government bond yields were mostly unchanged.,0
"Fiscal measures should support the economic recovery in a targeted manner, with a focus on generating income and expediting measures to rebuild and enhance potential growth.",1
"The Committee expected that the Thai economy would grow 0.9 percent in 2021 and would continue to expand 3.4 and 4.7 percent in 2022 and 2023, respectively, driven by domestic spending and a gradual improvement in foreign tourist figures.",1
"Under the monetary policy framework with objectives of maintaining price stability, supporting sustainable and full-potential economic growth, and preserving financial stability, the Committee continued to put emphasis on supporting the economic recovery.",1
"The Committee would closely monitor developments in both global and domestic financial markets, and continue to expedite the new foreign exchange ecosystem, particularly through supporting SMEs in hedging against risks from exchange rate volatility.",0
"On exchange rates, the volatility of the baht relative to the US dollar remained high due to uncertainties surrounding the COVID-19 situation which could escalate as well as monetary policy in advanced economies amid high inflationary pressures.",-1
"Headline inflation increased temporarily mainly due to energy prices, but there remained a need to monitor developments of global inflation and cost pass-through.",0
"Headline inflation increased temporarily due to supply-side factors, particularly energy prices, which were expected to subside in the second half of 2022.",0
"There is a need to continue monitoring credit quality for some SMEs and households with impaired debt serviceability, higher debt burden, and slower income recovery.",-1
Financial institutions maintain high levels of capital and loan loss provision.,1
"With output continuing to recover toward potential, the Committee deems the current policy interest rate conducive to keeping inflation sustainably within the target range, fostering long-term macro-financial stability by preempting the buildup of financial imbalances, and ensuring sufficient policy space in light of uncertain outlook.",1
"Under the prevailing monetary policy framework, the Committee seeks to maintain price stability, support sustainable growth, and preserve financial stability.",1
The Committee voted unanimously to maintain the policy rate at 2.50 percent.,0
The lower headline inflation this year owes in part to the last-year high base as well as temporary factors such as energy price subsidies and lower-than-expected raw food prices.,0
"Disyatat, Secretary of the Monetary Policy Committee (MPC), announced the outcome of the meeting on 29 November 2023 as follows.",0
"The baht strengthened against the US dollar in line with the regional currencies, primarily influenced by the Federal Reserve’s monetary policy outlook.",1
"The growth projection that accounts for the government’s digital wallet scheme is 3.8 percent in 2024, compared with the previous assessment of 4.4 percent.",-1
"The projection that accounts for the digital wallet scheme is 2.2 percent in 2024, relative to the previous assessment of 2.6 percent.",-1
The Committee is attentive to risks from higher food prices due to El Niño and a potential increase in global energy prices arising from the Middle East conflicts.,-1
Overall financial conditions tightened somewhat.,-1
The current policy interest rate is appropriate for supporting long-term sustainable growth.,1
Private sector funding costs increased in line with the higher policy rate but in general do not hinder the ongoing economic recovery.,1
"In view of these objectives, the Committee expects the Thai economy to gradually recover toward its potential, and inflation to be within the target range.",1
"At the same time, structural impediments could limit the positive effects of global demand recovery on Thai exports.",-1
"Merchandise exports and tourism have been recovering more slowly than expected, due to subdued growth in China and a delayed turnaround in global electronic demand.",-1
"Headline inflation is projected to stay within the target range, at 1.3 and 2.0 percent in 2023 and 2024, respectively.",1
The Committee will take into account growth and inflation outlook as well as associated risks in deliberating monetary policy looking ahead.,0
"The Thai economy overall continued to recover, despite some slowdown in merchandise exports and related production.",1
"The Committee projects growth of 2.4 and 3.2 percent in 2023 and 2024, respectively.",1
Inflation should increase next year in line with the economic recovery and El Niño-related supply pressure.,0
The Committee thus voted to maintain the policy rate at this meeting.,0
One MPC member was unable to attend the meeting.,0
"The Committee supports the continuation of debt restructuring measures as well as targeted measures and sustainable debt resolution for vulnerable groups, particularly responsible lending measures.",1
The overall financial system remains resilient.,1
"Looking ahead, growth should be more balanced, as tourism continues to recover and merchandise exports start to expand.",1
"Growth is expected to be more balanced in 2024 and 2025, supported by domestic demand, tourism sector, and a recovery in merchandise exports.",1
"The broad trajectory of the economy is one of a continued recovery, driven by a robust expansion in private consumption on the back of services spending as well as an improvement in employment and labor income.",1
Business loan growth has begun stabilising in line with economic activities.,0
"Meanwhile, core inflation excluding the digital wallet scheme is expected to be 1.3 and 1.2 percent in 2023 and 2024, respectively.",0
